date,I_proxy,Rt
2021-02-28,2170,0.8986175115207373
2021-03-01,2033,0.663059517953763
2021-03-02,2134,1.2366447985004685
2021-03-03,2075,0.8578313253012049
2021-03-04,2126,1.1199435559736595
2021-03-05,1987,0.650226472068445
2021-03-06,1734,0.2704728950403691
2021-03-07,1333,-0.5041260315078768
2021-03-08,1158,0.2443868739205528
2021-03-09,1015,0.29556650246305416
2021-03-10,1025,1.048780487804878
2021-03-11,1012,0.9357707509881423
2021-03-12,1153,1.6114483954900258
2021-03-13,1171,1.0768573868488471
2021-03-14,941,-0.2221041445270988
2021-03-15,1246,2.223916532905297
2021-03-16,1291,1.17428350116189
2021-03-17,1272,0.925314465408805
2021-03-18,1261,0.9563838223632039
2021-03-19,1366,1.384333821376281
2021-03-20,885,-1.7175141242937855
2021-03-21,723,-0.1203319502074689
2021-03-22,594,-0.08585858585858586
2021-03-23,484,-0.13636363636363624
2021-03-24,500,1.16
2021-03-25,394,-0.345177664974619
2021-03-26,288,-0.8402777777777777
2021-03-27,458,2.85589519650655
2021-03-28,417,0.5083932853717027
2021-03-29,362,0.2403314917127073
2021-03-30,387,1.322997416020672
2021-03-31,495,2.090909090909091
2021-04-01,348,-1.112068965517241
2021-04-02,363,1.2066115702479339
2021-04-03,360,0.9583333333333334
2021-04-04,370,1.135135135135135
2021-04-05,327,0.34250764525993893
2021-04-06,276,0.07608695652173914
2021-04-07,314,1.605095541401274
2021-04-08,251,-0.2549800796812749
2021-04-09,366,2.57103825136612
2021-04-10,368,1.0271739130434783
2021-04-11,301,-0.11295681063122909
2021-04-12,285,0.7192982456140351
2021-04-13,285,1.0
2021-04-14,253,0.3675889328063241
2021-04-15,232,0.5474137931034484
2021-04-16,306,2.2091503267973858
2021-04-17,238,-0.4285714285714286
2021-04-18,383,2.8929503916449084
2021-04-19,265,-1.2264150943396226
2021-04-20,328,1.9603658536585364
2021-04-21,383,1.7180156657963446
2021-04-22,470,1.925531914893617
2021-04-23,325,-1.2307692307692308
2021-04-24,536,2.968283582089552
2021-04-25,476,0.3697478991596639
2021-04-26,396,-0.010101010101010166
2021-04-27,348,0.31034482758620696
2021-04-28,348,1.0
2021-04-29,219,-1.9452054794520546
2021-04-30,227,1.1762114537444934
2021-05-01,178,-0.3764044943820224
2021-05-02,227,2.079295154185022
2021-05-03,255,1.5490196078431373
2021-05-04,173,-1.3699421965317917
2021-05-05,211,1.900473933649289
2021-05-06,271,2.107011070110701
2021-05-07,183,-1.4043715846994536
2021-05-08,229,2.004366812227074
2021-05-09,269,1.7434944237918215
2021-05-10,208,-0.46634615384615374
2021-05-11,232,1.5172413793103448
2021-05-12,232,1.0
2021-05-13,248,1.3225806451612903
2021-05-14,265,1.320754716981132
2021-05-15,297,1.5387205387205387
2021-05-16,213,-0.971830985915493
2021-05-17,278,2.169064748201439
2021-05-18,250,0.43999999999999995
2021-05-19,230,0.5652173913043479
